262253	T:50.4,S:86.0,K:35.6,TR:-2.2,SR:9.3,KR:11.5
262293	T:49.9,S:85.9,K:36.1,TR:-0.9,SR:7.7,KR:8.6
262333	T:49.9,S:85.7,K:35.8,TR:-0.1,SR:3.7,KR:3.8
262373	T:51.0,S:85.4,K:34.3,TR:5.1,SR:8.4,KR:3.3
262413	T:55.9,S:85.2,K:29.3,TR:1.6,SR:5.3,KR:3.7
262453	T:59.0,S:85.2,K:26.2,TR:1.0,SR:5.0,KR:4.0
262493	T:63.1,S:85.1,K:22.0,TR:7.4,SR:2.9,KR:4.5
262533	T:70.9,S:85.3,K:14.4,TR:-11.6,SR:1.6,KR:13.2
262573	T:75.9,S:85.5,K:9.6,TR:-10.2,SR:0.6,KR:10.8
262613	T:78.3,S:84.8,K:6.6,TR:-19.8,SR:-2.7,KR:17.1
262653	T:82.7,S:84.7,K:2.0,TR:-39.9,SR:-2.9,KR:36.9
262693	T:86.5,S:84.5,K:2.1,TR:-56.5,SR:-7.4,KR:49.2
262733	T:91.4,S:84.0,K:7.4,TR:-81.3,SR:-9.8,KR:71.5
262773	T:93.1,S:84.0,K:9.1,TR:-89.4,SR:-7.4,KR:82.0
262813	T:95.9,S:84.1,K:11.9,TR:-101.9,SR:-5.6,KR:96.3
262853	T:99.6,S:83.8,K:15.8,TR:-112.2,SR:-7.7,KR:104.5
262893	T:104.8,S:83.8,K:21.0,TR:-119.7,SR:-10.0,KR:109.7
262933	T:106.7,S:83.9,K:22.9,TR:-123.2,SR:-10.4,KR:112.8
262973	T:111.1,S:84.4,K:26.7,TR:-129.3,SR:-10.9,KR:118.4
263013	T:114.8,S:84.4,K:30.5,TR:-134.1,SR:-10.2,KR:123.9
263053	T:116.5,S:84.2,K:32.3,TR:-136.3,SR:-11.3,KR:125.0
263093	T:118.6,S:83.5,K:35.1,TR:-142.2,SR:-12.7,KR:129.5
263133	T:119.9,S:83.3,K:36.6,TR:-145.6,SR:-15.6,KR:130.0
263173	T:120.4,S:83.3,K:37.1,TR:-148.1,SR:-11.9,KR:136.1
263213	T:119.8,S:83.4,K:36.4,TR:-149.4,SR:-12.5,KR:136.9
263253	T:117.9,S:83.2,K:34.8,TR:-149.9,SR:-17.9,KR:132.0
263293	T:115.7,S:82.6,K:33.1,TR:-150.7,SR:-19.9,KR:130.8
263333	T:110.5,S:81.7,K:28.9,TR:-149.2,SR:-17.6,KR:131.5
263373	T:108.8,S:80.8,K:28.0,TR:-146.8,SR:-18.7,KR:128.1
263413	T:104.1,S:78.0,K:26.1,TR:-135.8,SR:-20.1,KR:115.8
263453	T:104.8,S:75.6,K:29.1,TR:-133.7,SR:-22.9,KR:110.8
263493	T:106.3,S:73.1,K:33.2,TR:-136.2,SR:-23.1,KR:113.1
263533	T:105.8,S:71.7,K:34.1,TR:-133.9,SR:-22.8,KR:111.1
263573	T:103.8,S:66.7,K:37.1,TR:-134.1,SR:-23.3,KR:110.8
263613	T:102.4,S:63.1,K:39.2,TR:-133.2,SR:-21.0,KR:112.2
263653	T:102.1,S:60.1,K:42.0,TR:-132.8,SR:-19.9,KR:112.9
263693	T:102.5,S:59.4,K:43.1,TR:-132.3,SR:-18.3,KR:114.0
263733	T:101.3,S:58.1,K:43.3,TR:-129.3,SR:-18.2,KR:111.2
263773	T:104.6,S:56.4,K:48.2,TR:-132.9,SR:-17.4,KR:115.5
263813	T:106.7,S:54.3,K:52.4,TR:-135.2,SR:-16.5,KR:118.7
263853	T:108.1,S:53.7,K:54.4,TR:-137.8,SR:-15.6,KR:122.2
263893	T:108.7,S:52.8,K:55.9,TR:-141.8,SR:-15.6,KR:126.2
263933	T:106.9,S:52.4,K:54.5,TR:-142.6,SR:-14.3,KR:128.3
263973	T:105.9,S:52.2,K:53.7,TR:-143.2,SR:-13.7,KR:129.5
264013	T:102.9,S:52.0,K:50.9,TR:-142.5,SR:-13.2,KR:129.3
264053	T:99.3,S:52.6,K:46.7,TR:-133.7,SR:-11.9,KR:121.8
264093	T:95.6,S:54.3,K:41.3,TR:-120.2,SR:-10.7,KR:109.5
264133	T:93.3,S:55.1,K:38.2,TR:-111.4,SR:-11.0,KR:100.4
264173	T:88.9,S:54.7,K:34.1,TR:-94.9,SR:-9.4,KR:85.5
264213	T:85.0,S:55.5,K:29.5,TR:-84.7,SR:-9.3,KR:75.3
264253	T:79.9,S:56.5,K:23.4,TR:-72.9,SR:-12.1,KR:60.7
264293	T:77.8,S:57.7,K:20.0,TR:-69.2,SR:-13.3,KR:55.9
264333	T:73.4,S:60.2,K:13.2,TR:-60.7,SR:-13.1,KR:47.5
264373	T:70.1,S:62.9,K:7.2,TR:-54.5,SR:-15.6,KR:38.9
264413	T:66.0,S:65.7,K:0.2,TR:-48.2,SR:-17.8,KR:30.4
264453	T:64.4,S:67.5,K:3.1,TR:-45.9,SR:-19.3,KR:26.5
264493	T:60.6,S:70.7,K:10.1,TR:-41.2,SR:-21.2,KR:20.0
264533	T:58.9,S:72.5,K:13.6,TR:-37.5,SR:-23.4,KR:14.1
264573	T:57.9,S:74.2,K:16.3,TR:-35.8,SR:-26.9,KR:8.9
264613	T:56.8,S:75.0,K:18.2,TR:-33.7,SR:-29.3,KR:4.5
264653	T:54.6,S:76.2,K:21.6,TR:-28.5,SR:-32.0,KR:3.5
264693	T:52.5,S:78.0,K:25.5,TR:-23.6,SR:-35.1,KR:11.5
264733	T:51.4,S:79.1,K:27.7,TR:-20.7,SR:-40.0,KR:19.3
264773	T:50.7,S:79.6,K:28.9,TR:-20.2,SR:-41.7,KR:21.4
264813	T:51.9,S:80.6,K:28.7,TR:-15.9,SR:-42.4,KR:26.5
264853	T:51.2,S:81.0,K:29.8,TR:-14.8,SR:-42.2,KR:27.4
264893	T:51.4,S:81.0,K:29.7,TR:-16.0,SR:-41.7,KR:25.7
264933	T:50.8,S:80.5,K:29.7,TR:-14.3,SR:-38.5,KR:24.2
264973	T:50.0,S:79.8,K:29.8,TR:-14.0,SR:-37.2,KR:23.3
265013	T:50.2,S:79.9,K:29.7,TR:-13.1,SR:-35.2,KR:22.1
265053	T:50.3,S:79.7,K:29.4,TR:-12.5,SR:-36.2,KR:23.7
265093	T:51.2,S:79.4,K:28.2,TR:-12.3,SR:-36.9,KR:24.5
265133	T:52.7,S:78.1,K:25.4,TR:-13.0,SR:-36.8,KR:23.8
265173	T:54.8,S:76.3,K:21.5,TR:-13.6,SR:-35.1,KR:21.5
265213	T:55.7,S:75.2,K:19.4,TR:-14.0,SR:-35.2,KR:21.2
265253	T:57.6,S:73.8,K:16.2,TR:-14.3,SR:-35.1,KR:20.8
265293	T:59.4,S:70.9,K:11.5,TR:-15.0,SR:-32.0,KR:16.9
265333	T:60.8,S:69.3,K:8.6,TR:-14.7,SR:-31.1,KR:16.4
265373	T:61.5,S:68.6,K:7.2,TR:-14.5,SR:-29.6,KR:15.1
265413	T:63.4,S:65.3,K:1.9,TR:-13.0,SR:-25.9,KR:12.9
265453	T:65.7,S:63.6,K:2.2,TR:-12.6,SR:-25.0,KR:12.4
265493	T:69.1,S:61.2,K:7.9,TR:-11.6,SR:-21.9,KR:10.3
265533	T:71.1,S:60.1,K:11.0,TR:-14.4,SR:-21.2,KR:6.8
265573	T:75.3,S:58.3,K:16.9,TR:-24.8,SR:-20.1,KR:4.7
265613	T:81.1,S:57.1,K:24.0,TR:-45.6,SR:-17.7,KR:28.0
265653	T:84.6,S:56.2,K:28.4,TR:-65.1,SR:-15.9,KR:49.2
265693	T:86.7,S:55.7,K:31.0,TR:-74.2,SR:-14.8,KR:59.3
265733	T:92.1,S:54.5,K:37.6,TR:-89.9,SR:-14.3,KR:75.6
265773	T:96.1,S:53.7,K:42.4,TR:-101.6,SR:-13.6,KR:88.0
265813	T:98.7,S:53.3,K:45.4,TR:-107.4,SR:-13.0,KR:94.3
